15 -3.74157164 120 15 15 15
16 -3.74575720 145 16 16 16
17 -3.74663658 165 17 17 17
18 -3.74582500 195 18 18 18
19 -3.74371965 220 19 19 19
20 -3.74461109 256 20 20 20
21 -3.74588260 286 21 21 21
22 -3.74631754 328 22 22 22
23 -3.74527658 364 23 23 23
24 -3.74441940 413 24 24 24
25 -3.74498023 455 25 25 25
26 -3.74592016 511 26 26 26
27 -3.74584254 560 27 27 27
28 -3.74527675 624 28 28 28
