250 -3.73811311
300 -3.74326320
350 -3.74590645
400 -3.74663338
450 -3.74695131
500 -3.74699699
550 -3.74701820
600 -3.74707564
650 -3.74713104
700 -3.74716370
750 -3.74717576
800 -3.74718358
850 -3.74719326
900 -3.74720494
