13.5 -3.55635817 8
14. -3.62265740 4
14.5 -3.67191024 4
15. -3.70669704 4
15.5 -3.72930284 4
16. -3.74161103 4
16.5 -3.74519080 4
17. -3.74142364 4
17.5 -3.73149043 4
18. -3.71639193 4
18.5 -3.69702823 4
19. -3.67417511 4
19.5 -3.64843742 4
20. -3.62015947 4
20.5 -3.58992396 4
21. -3.55808433 4
21.5 -3.52498807 4
